"Status","Date and Time","Response Time (ms)","Error","Location"
"up","10/17/2017 03:32:28AM","77 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 03:31:28AM","57 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 03:30:28AM","174 ms","OK","London (UK)"
"up","10/17/2017 03:29:28AM","197 ms","OK","Chicago (IL)"
"up","10/17/2017 03:28:28AM","65 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 03:27:28AM","154 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 03:26:28AM","327 ms","OK","Atlanta (GA)"
"up","10/17/2017 03:25:28AM","66 ms","OK","London 3 (UK)"
"up","10/17/2017 03:24:28AM","124 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 03:23:28AM","137 ms","OK","Vienna (Austria)"
"up","10/17/2017 03:22:28AM","149 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 03:21:28AM","127 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 03:20:28AM","216 ms","OK","London (UK)"
"up","10/17/2017 03:19:28AM","278 ms","OK","Chicago (IL)"
"up","10/17/2017 03:18:28AM","85 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 03:17:28AM","155 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 03:16:28AM","310 ms","OK","Atlanta (GA)"
"up","10/17/2017 03:15:28AM","85 ms","OK","London 3 (UK)"
"up","10/17/2017 03:14:28AM","142 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 03:13:28AM","164 ms","OK","Vienna (Austria)"
"up","10/17/2017 03:12:28AM","68 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 03:11:28AM","302 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 03:10:28AM","162 ms","OK","London (UK)"
"up","10/17/2017 03:09:28AM","306 ms","OK","Chicago (IL)"
"up","10/17/2017 03:08:28AM","112 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 03:07:28AM","130 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 03:06:28AM","323 ms","OK","Atlanta (GA)"
"up","10/17/2017 03:05:28AM","93 ms","OK","London 3 (UK)"
"up","10/17/2017 03:04:28AM","102 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 03:03:28AM","168 ms","OK","Vienna (Austria)"
"up","10/17/2017 03:02:28AM","129 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 03:01:28AM","147 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 03:00:28AM","314 ms","OK","London (UK)"
"up","10/17/2017 02:59:28AM","350 ms","OK","Chicago (IL)"
"up","10/17/2017 02:58:28AM","89 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 02:57:28AM","142 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 02:56:28AM","320 ms","OK","Atlanta (GA)"
"up","10/17/2017 02:55:28AM","839 ms","OK","London 3 (UK)"
"up","10/17/2017 02:54:28AM","98 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 02:53:28AM","141 ms","OK","Vienna (Austria)"
"up","10/17/2017 02:52:28AM","134 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 02:51:28AM","203 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 02:50:28AM","320 ms","OK","London (UK)"
"up","10/17/2017 02:49:28AM","165 ms","OK","Chicago (IL)"
"up","10/17/2017 02:48:28AM","88 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 02:47:28AM","120 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 02:46:28AM","312 ms","OK","Atlanta (GA)"
"up","10/17/2017 02:45:28AM","66 ms","OK","London 3 (UK)"
"up","10/17/2017 02:44:28AM","142 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 02:43:28AM","192 ms","OK","Vienna (Austria)"
"up","10/17/2017 02:42:28AM","84 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 02:41:28AM","247 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 02:40:28AM","233 ms","OK","London (UK)"
"up","10/17/2017 02:39:28AM","114 ms","OK","Chicago (IL)"
"up","10/17/2017 02:38:28AM","71 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 02:37:28AM","226 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 02:36:28AM","324 ms","OK","Atlanta (GA)"
"up","10/17/2017 02:35:28AM","78 ms","OK","London 3 (UK)"
"up","10/17/2017 02:34:28AM","97 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 02:33:28AM","136 ms","OK","Vienna (Austria)"
"up","10/17/2017 02:32:28AM","108 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 02:31:28AM","61 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 02:30:28AM","109 ms","OK","London (UK)"
"up","10/17/2017 02:29:28AM","324 ms","OK","Chicago (IL)"
"up","10/17/2017 02:28:28AM","122 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 02:27:28AM","153 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 02:26:28AM","308 ms","OK","Atlanta (GA)"
"up","10/17/2017 02:25:28AM","70 ms","OK","London 3 (UK)"
"up","10/17/2017 02:24:28AM","126 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 02:23:28AM","129 ms","OK","Vienna (Austria)"
"up","10/17/2017 02:22:28AM","112 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 02:21:28AM","163 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 02:20:28AM","130 ms","OK","London (UK)"
"up","10/17/2017 02:19:28AM","254 ms","OK","Chicago (IL)"
"up","10/17/2017 02:18:28AM","92 ms","OK","St. Louis 3 (MO)"
