"Status","Date and Time","Response Time (ms)","Error","Location"
"up","10/12/2017 08:28:58PM","157 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 08:27:58PM","95 ms","OK","Dallas (TX)"
"up","10/12/2017 08:26:58PM","261 ms","OK","Seattle 2)"
"up","10/12/2017 08:25:58PM","81 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 08:24:58PM","128 ms","OK","Matawan (NJ)"
"up","10/12/2017 08:23:58PM","34 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 08:22:58PM","213 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 08:21:58PM","245 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 08:20:58PM","67 ms","OK","Los Angeles (CA)"
"up","10/12/2017 08:19:58PM","111 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 08:18:58PM","148 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 08:17:58PM","139 ms","OK","Dallas (TX)"
"up","10/12/2017 08:16:58PM","66 ms","OK","Seattle 2)"
"up","10/12/2017 08:15:58PM","79 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 08:14:58PM","95 ms","OK","Matawan (NJ)"
"up","10/12/2017 08:13:58PM","58 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 08:12:58PM","187 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 08:11:58PM","136 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 08:10:58PM","50 ms","OK","Los Angeles (CA)"
"up","10/12/2017 08:09:58PM","90 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 08:08:58PM","313 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 08:07:58PM","102 ms","OK","Dallas (TX)"
"up","10/12/2017 08:06:58PM","258 ms","OK","Seattle 2)"
"up","10/12/2017 08:05:58PM","115 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 08:04:58PM","130 ms","OK","Matawan (NJ)"
"up","10/12/2017 08:03:58PM","28 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 08:02:58PM","233 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 08:01:58PM","105 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 08:00:58PM","48 ms","OK","Los Angeles (CA)"
"up","10/12/2017 07:59:58PM","87 ms","OK","Las Vegas 3 (NV)"
