"Status","Date and Time","Response Time (ms)","Error","Location"
"up","10/11/2017 11:58:24PM","73 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 11:57:24PM","71 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 11:56:24PM","548 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 11:55:24PM","420 ms","OK","Atlanta (GA)"
"up","10/11/2017 11:54:24PM","77 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 11:53:24PM","176 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 11:52:24PM","101 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 11:51:24PM","100 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 11:50:24PM","254 ms","OK","London (UK)"
"up","10/11/2017 11:49:24PM","350 ms","OK","Vienna (Austria)"
"up","10/11/2017 11:48:24PM","91 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 11:47:24PM","92 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 11:46:24PM","642 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 11:45:24PM","496 ms","OK","Atlanta (GA)"
"up","10/11/2017 11:44:24PM","63 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 11:43:24PM","302 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 11:42:24PM","120 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 11:41:24PM","93 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 11:40:24PM","65 ms","OK","London (UK)"
"up","10/11/2017 11:39:24PM","239 ms","OK","Vienna (Austria)"
"up","10/11/2017 11:38:24PM","64 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 11:37:24PM","71 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 11:36:24PM","601 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 11:35:24PM","469 ms","OK","Atlanta (GA)"
"up","10/11/2017 11:34:24PM","98 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 11:33:24PM","111 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 11:32:24PM","102 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 11:31:24PM","63 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 11:30:24PM","117 ms","OK","London (UK)"
"up","10/11/2017 11:29:24PM","193 ms","OK","Vienna (Austria)"
"up","10/11/2017 11:28:24PM","409 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 11:27:24PM","73 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 11:26:24PM","660 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 11:25:24PM","329 ms","OK","Atlanta (GA)"
"up","10/11/2017 11:24:24PM","58 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 11:23:24PM","433 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 11:22:24PM","130 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 11:21:24PM","128 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 11:20:24PM","130 ms","OK","London (UK)"
"up","10/11/2017 11:19:24PM","289 ms","OK","Vienna (Austria)"
"up","10/11/2017 11:18:24PM","68 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 11:17:24PM","54 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 11:16:24PM","641 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 11:15:24PM","324 ms","OK","Atlanta (GA)"
"up","10/11/2017 11:14:24PM","28 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 11:13:24PM","114 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 11:12:24PM","116 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 11:11:24PM","133 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 11:10:24PM","99 ms","OK","London (UK)"
"up","10/11/2017 11:09:24PM","175 ms","OK","Vienna (Austria)"
"up","10/11/2017 11:08:24PM","61 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 11:07:24PM","56 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 11:06:24PM","664 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 11:05:24PM","254 ms","OK","Atlanta (GA)"
"up","10/11/2017 11:04:24PM","41 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 11:03:24PM","191 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 11:02:24PM","114 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 11:01:24PM","117 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 11:00:24PM","59 ms","OK","London (UK)"
"up","10/11/2017 10:59:24PM","343 ms","OK","Vienna (Austria)"
"up","10/11/2017 10:58:24PM","71 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 10:57:24PM","100 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 10:56:24PM","579 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 10:55:24PM","338 ms","OK","Atlanta (GA)"
"up","10/11/2017 10:54:24PM","54 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 10:53:24PM","130 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 10:52:24PM","133 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 10:51:24PM","150 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 10:50:24PM","60 ms","OK","London (UK)"
"up","10/11/2017 10:49:24PM","292 ms","OK","Vienna (Austria)"
"up","10/11/2017 10:48:24PM","146 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 10:47:24PM","148 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 10:46:24PM","670 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 10:45:24PM","174 ms","OK","Atlanta (GA)"
"up","10/11/2017 10:44:24PM","22 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 10:43:24PM","127 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 10:42:24PM","124 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 10:41:24PM","184 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 10:40:24PM","68 ms","OK","London (UK)"
"up","10/11/2017 10:39:24PM","200 ms","OK","Vienna (Austria)"
"up","10/11/2017 10:38:24PM","87 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 10:37:24PM","150 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 10:36:24PM","628 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 10:35:24PM","145 ms","OK","Atlanta (GA)"
"up","10/11/2017 10:34:24PM","58 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 10:33:24PM","169 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 10:32:24PM","224 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 10:31:24PM","128 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 10:30:24PM","106 ms","OK","London (UK)"
"up","10/11/2017 10:29:24PM","297 ms","OK","Vienna (Austria)"
"up","10/11/2017 10:28:24PM","97 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 10:27:24PM","168 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 10:26:24PM","630 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 10:25:24PM","192 ms","OK","Atlanta (GA)"
"up","10/11/2017 10:24:24PM","24 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 10:23:24PM","120 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 10:22:24PM","130 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 10:21:24PM","94 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 10:20:24PM","69 ms","OK","London (UK)"
"up","10/11/2017 10:19:24PM","357 ms","OK","Vienna (Austria)"
"up","10/11/2017 10:18:24PM","99 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 10:17:24PM","87 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 10:16:24PM","617 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 10:15:24PM","81 ms","OK","Atlanta (GA)"
"up","10/11/2017 10:14:24PM","45 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 10:13:24PM","181 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 10:12:24PM","115 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 10:11:24PM","157 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 10:10:24PM","67 ms","OK","London (UK)"
"up","10/11/2017 10:09:24PM","193 ms","OK","Vienna (Austria)"
"up","10/11/2017 10:08:24PM","136 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 10:07:24PM","93 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 10:06:24PM","584 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 10:05:24PM","416 ms","OK","Atlanta (GA)"
"up","10/11/2017 10:04:24PM","70 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 10:03:24PM","183 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 10:02:24PM","127 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 10:01:24PM","121 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 10:00:24PM","47 ms","OK","London (UK)"
"up","10/11/2017 09:59:24PM","354 ms","OK","Vienna (Austria)"
"up","10/11/2017 09:58:24PM","93 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 09:57:24PM","224 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 09:56:24PM","605 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 09:55:24PM","209 ms","OK","Atlanta (GA)"
"up","10/11/2017 09:54:24PM","23 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 09:53:24PM","125 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 09:52:24PM","110 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 09:51:24PM","120 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 09:50:24PM","108 ms","OK","London (UK)"
"up","10/11/2017 09:49:24PM","148 ms","OK","Vienna (Austria)"
"up","10/11/2017 09:48:24PM","2,721 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 09:47:24PM","1,290 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 09:46:24PM","568 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 09:45:24PM","81 ms","OK","Atlanta (GA)"
"up","10/11/2017 09:44:24PM","68 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 09:43:24PM","179 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 09:42:24PM","123 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 09:41:24PM","102 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 09:40:24PM","115 ms","OK","London (UK)"
"up","10/11/2017 09:39:24PM","365 ms","OK","Vienna (Austria)"
"up","10/11/2017 09:38:24PM","131 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 09:37:24PM","93 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 09:36:24PM","644 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 09:35:24PM","230 ms","OK","Atlanta (GA)"
"up","10/11/2017 09:34:24PM","109 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 09:33:24PM","303 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 09:32:24PM","102 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 09:31:24PM","282 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 09:30:24PM","90 ms","OK","London (UK)"
"up","10/11/2017 09:29:24PM","163 ms","OK","Vienna (Austria)"
"up","10/11/2017 09:28:24PM","106 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 09:27:24PM","285 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 09:26:24PM","603 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 09:25:24PM","453 ms","OK","Atlanta (GA)"
"up","10/11/2017 09:24:24PM","38 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 09:23:24PM","301 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 09:22:24PM","105 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 09:21:24PM","117 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 09:20:24PM","126 ms","OK","London (UK)"
"up","10/11/2017 09:19:24PM","296 ms","OK","Vienna (Austria)"
"up","10/11/2017 09:18:24PM","97 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 09:17:24PM","110 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 09:16:24PM","727 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 09:15:24PM","233 ms","OK","Atlanta (GA)"
"up","10/11/2017 09:14:24PM","26 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 09:13:24PM","306 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 09:12:24PM","129 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 09:11:24PM","129 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 09:10:24PM","55 ms","OK","London (UK)"
"up","10/11/2017 09:09:24PM","199 ms","OK","Vienna (Austria)"
"up","10/11/2017 09:08:24PM","76 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 09:07:24PM","164 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 09:06:24PM","689 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 09:05:24PM","168 ms","OK","Atlanta (GA)"
"up","10/11/2017 09:04:24PM","46 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 09:03:24PM","299 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 09:02:24PM","109 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 09:01:24PM","142 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 09:00:24PM","361 ms","OK","London (UK)"
"up","10/11/2017 08:59:24PM","280 ms","OK","Vienna (Austria)"
"up","10/11/2017 08:58:24PM","153 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 08:57:24PM","221 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 08:56:24PM","568 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 08:55:24PM","121 ms","OK","Atlanta (GA)"
"up","10/11/2017 08:54:24PM","59 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 08:53:24PM","327 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 08:52:24PM","121 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 08:51:24PM","126 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 08:50:24PM","293 ms","OK","London (UK)"
"up","10/11/2017 08:49:24PM","337 ms","OK","Vienna (Austria)"
"up","10/11/2017 08:48:24PM","121 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 08:47:24PM","223 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 08:46:24PM","669 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 08:45:24PM","211 ms","OK","Atlanta (GA)"
"up","10/11/2017 08:44:24PM","84 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 08:43:24PM","348 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 08:42:24PM","121 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 08:41:24PM","99 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 08:40:24PM","311 ms","OK","London (UK)"
"up","10/11/2017 08:39:24PM","287 ms","OK","Vienna (Austria)"
"up","10/11/2017 08:38:24PM","85 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 08:37:24PM","214 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 08:36:24PM","645 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 08:35:24PM","196 ms","OK","Atlanta (GA)"
"up","10/11/2017 08:34:24PM","66 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 08:33:24PM","329 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 08:32:24PM","100 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 08:31:24PM","101 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 08:30:24PM","87 ms","OK","London (UK)"
"up","10/11/2017 08:29:24PM","308 ms","OK","Vienna (Austria)"
"up","10/11/2017 08:28:24PM","90 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 08:27:24PM","149 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 08:26:24PM","577 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 08:25:24PM","483 ms","OK","Atlanta (GA)"
"up","10/11/2017 08:24:24PM","40 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 08:23:24PM","308 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 08:22:24PM","121 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 08:21:24PM","186 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 08:20:24PM","297 ms","OK","London (UK)"
"up","10/11/2017 08:19:24PM","231 ms","OK","Vienna (Austria)"
"up","10/11/2017 08:18:24PM","156 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 08:17:24PM","162 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 08:16:24PM","699 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 08:15:24PM","469 ms","OK","Atlanta (GA)"
"up","10/11/2017 08:14:24PM","39 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 08:13:24PM","342 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 08:12:24PM","185 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 08:11:24PM","126 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 08:10:24PM","141 ms","OK","London (UK)"
"up","10/11/2017 08:09:24PM","242 ms","OK","Vienna (Austria)"
"up","10/11/2017 08:08:24PM","117 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 08:07:24PM","1,155 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 08:06:24PM","644 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 08:05:24PM","440 ms","OK","Atlanta (GA)"
"up","10/11/2017 08:04:24PM","102 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 08:03:24PM","305 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 08:02:24PM","128 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 08:01:24PM","99 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 08:00:24PM","169 ms","OK","London (UK)"
"up","10/11/2017 07:59:24PM","144 ms","OK","Vienna (Austria)"
"up","10/11/2017 07:58:24PM","101 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 07:57:24PM","165 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 07:56:24PM","704 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 07:55:24PM","421 ms","OK","Atlanta (GA)"
"up","10/11/2017 07:54:24PM","71 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 07:53:24PM","535 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 07:52:24PM","114 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 07:51:24PM","167 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 07:50:24PM","94 ms","OK","London (UK)"
"up","10/11/2017 07:49:24PM","268 ms","OK","Vienna (Austria)"
"up","10/11/2017 07:48:24PM","69 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 07:47:24PM","146 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 07:46:24PM","576 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 07:45:24PM","410 ms","OK","Atlanta (GA)"
"up","10/11/2017 07:44:24PM","98 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 07:43:24PM","303 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 07:42:24PM","118 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 07:41:24PM","129 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 07:40:24PM","120 ms","OK","London (UK)"
"up","10/11/2017 07:39:24PM","238 ms","OK","Vienna (Austria)"
"up","10/11/2017 07:38:24PM","92 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 07:37:24PM","146 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 07:36:24PM","594 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 07:35:24PM","252 ms","OK","Atlanta (GA)"
"up","10/11/2017 07:34:24PM","26 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 07:33:24PM","199 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 07:32:24PM","140 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 07:31:24PM","104 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 07:30:24PM","92 ms","OK","London (UK)"
"up","10/11/2017 07:29:24PM","350 ms","OK","Vienna (Austria)"
"up","10/11/2017 07:28:24PM","106 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 07:27:24PM","157 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 07:26:24PM","662 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 07:25:24PM","352 ms","OK","Atlanta (GA)"
"up","10/11/2017 07:24:24PM","23 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 07:23:24PM","302 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 07:22:24PM","116 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 07:21:24PM","147 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 07:20:24PM","217 ms","OK","London (UK)"
"up","10/11/2017 07:19:24PM","272 ms","OK","Vienna (Austria)"
"up","10/11/2017 07:18:24PM","109 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 07:17:24PM","178 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 07:16:24PM","664 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 07:15:24PM","262 ms","OK","Atlanta (GA)"
"up","10/11/2017 07:14:24PM","63 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 07:13:24PM","314 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 07:12:24PM","114 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 07:11:24PM","164 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 07:10:24PM","106 ms","OK","London (UK)"
"up","10/11/2017 07:09:24PM","270 ms","OK","Vienna (Austria)"
"up","10/11/2017 07:08:24PM","85 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 07:07:24PM","150 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 07:06:24PM","653 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 07:05:24PM","256 ms","OK","Atlanta (GA)"
"up","10/11/2017 07:04:24PM","36 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 07:03:24PM","108 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 07:02:24PM","126 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 07:01:24PM","130 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 07:00:24PM","157 ms","OK","London (UK)"
"up","10/11/2017 06:59:24PM","232 ms","OK","Vienna (Austria)"
"up","10/11/2017 06:58:24PM","69 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 06:57:24PM","157 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 06:56:24PM","584 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 06:55:24PM","336 ms","OK","Atlanta (GA)"
"up","10/11/2017 06:54:24PM","110 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 06:53:24PM","334 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 06:52:24PM","114 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 06:51:24PM","151 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 06:50:24PM","50 ms","OK","London (UK)"
"up","10/11/2017 06:49:24PM","365 ms","OK","Vienna (Austria)"
"up","10/11/2017 06:48:24PM","93 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 06:47:24PM","189 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 06:46:24PM","629 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 06:45:24PM","506 ms","OK","Atlanta (GA)"
"up","10/11/2017 06:44:24PM","27 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 06:43:24PM","303 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 06:42:24PM","128 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 06:41:24PM","131 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 06:40:24PM","227 ms","OK","London (UK)"
"up","10/11/2017 06:39:24PM","285 ms","OK","Vienna (Austria)"
"up","10/11/2017 06:38:24PM","106 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 06:37:24PM","157 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 06:36:24PM","668 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 06:35:24PM","395 ms","OK","Atlanta (GA)"
"up","10/11/2017 06:34:24PM","44 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 06:33:24PM","303 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 06:32:24PM","88 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 06:31:24PM","173 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 06:30:24PM","344 ms","OK","London (UK)"
"up","10/11/2017 06:29:24PM","370 ms","OK","Vienna (Austria)"
"up","10/11/2017 06:28:24PM","416 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 06:27:24PM","143 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 06:26:24PM","660 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 06:25:24PM","225 ms","OK","Atlanta (GA)"
"up","10/11/2017 06:24:24PM","57 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 06:23:24PM","310 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 06:22:24PM","125 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 06:21:24PM","113 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 06:20:24PM","76 ms","OK","London (UK)"
"up","10/11/2017 06:19:24PM","286 ms","OK","Vienna (Austria)"
"up","10/11/2017 06:18:24PM","100 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 06:17:24PM","171 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 06:16:24PM","578 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 06:15:24PM","492 ms","OK","Atlanta (GA)"
"up","10/11/2017 06:14:24PM","27 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 06:13:24PM","124 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 06:12:24PM","101 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 06:11:24PM","170 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 06:10:24PM","103 ms","OK","London (UK)"
"up","10/11/2017 06:09:24PM","284 ms","OK","Vienna (Austria)"
"up","10/11/2017 06:08:24PM","75 ms","OK","Dusseldorf (Germany)"
"up","10/11/2017 06:07:24PM","160 ms","OK","Tampa 2 (FL)"
"up","10/11/2017 06:06:24PM","654 ms","OK","Zurich (Switzerland)"
"up","10/11/2017 06:05:24PM","262 ms","OK","Atlanta (GA)"
"up","10/11/2017 06:04:24PM","26 ms","OK","Stockholm 3 (Sweden)"
"up","10/11/2017 06:03:24PM","341 ms","OK","Toronto 5 (Canada)"
"up","10/11/2017 06:02:24PM","117 ms","OK","St. Louis 3 (MO)"
"up","10/11/2017 06:01:24PM","86 ms","OK","Strasbourg 5 (France)"
"up","10/11/2017 06:00:24PM","109 ms","OK","London (UK)"
"up","10/11/2017 05:59:24PM","191 ms","OK","Vienna (Austria)"
